,vidname,real,predict0,predict1
89,000285,0,85.41,14.59
90,001165,0,85.35,14.65
91,002384,0,85.07,14.93
92,000840,0,83.92,16.08
93,002941,0,83.77,16.23
94,001368,0,83.26,16.74
95,001599,0,74.38,25.62
96,002778,0,85.79,14.21
97,001552,0,84.64,15.36
98,001136,0,85.41,14.59
99,000646,0,84.89,15.11
100,002588,0,84.46,15.54
101,000019,0,80.23,19.77
102,002118,0,73.34,26.66
103,000670,0,85.62,14.38
104,002543,0,81.92,18.08
105,000026,0,85.43,14.57
106,002771,0,84.71,15.29
107,002544,0,83.37,16.63
108,001597,0,83.53,16.47
109,000683,0,85.23,14.77
110,001958,0,85.46,14.54
111,000426,0,85.34,14.66
112,001190,0,85.45,14.55
113,001369,0,83.97,16.03
114,001735,0,85.35,14.65
115,002947,0,85.69,14.31
116,000241,0,84.72,15.28
117,002724,0,83.58,16.42
118,001152,0,83.4,16.6
119,002378,0,83.17,16.83
120,001750,0,73.53,26.47
121,002313,0,85.23,14.77
122,000824,0,82.41,17.59
123,002119,0,75.73,24.27
124,002589,0,78.31,21.69
125,000011,0,84.98,15.02
126,000475,0,79.6,20.4
127,001761,0,80.53,19.47
128,000481,0,82.98,17.02
129,000029,0,83.92,16.08
130,002914,0,83.87,16.13
131,001554,0,85.38,14.62
132,001766,0,85.38,14.62
133,000164,0,78.38,21.62
134,000500,0,86.8,13.2
135,001270,0,84.73,15.27
136,000993,0,82.69,17.31
137,000197,0,74.96,25.04
138,001277,0,84.64,15.36
139,001613,0,84.54,15.46
140,001846,0,85.48,14.52
141,000538,0,83.6,16.4
142,002861,0,74.41,25.59
143,001073,0,84.26,15.74
144,000393,0,59.91,40.09
145,001870,0,85.27,14.73
146,002259,0,85.7,14.3
147,002605,0,85.24,14.76
148,001622,0,86.73,13.27
149,000509,0,84.63,15.37
150,002098,0,85.59,14.41
151,000562,0,61.33,38.67
152,001212,0,55.28,44.72
153,000768,0,84.14,15.86
154,002669,0,76.37,23.63
155,001027,0,80.67,19.33
156,000333,0,85.46,14.54
157,000598,0,69.95,30.05
158,001812,0,85.88,14.12
159,002499,0,82.81,17.19
160,002036,0,85.3,14.7
161,000759,0,82.38,17.62
162,001815,0,85.44,14.56
163,001224,0,85.51,14.49
164,000153,0,85.14,14.86
165,000508,0,80.1,19.9
166,000154,0,82.47,17.53
167,002603,0,71.4,28.6
168,001240,0,85.66,14.34
169,001276,0,84.79,15.21
170,001420,0,85.36,14.64
171,002090,0,81.6,18.4
172,001427,0,85.02,14.98
173,002400,0,59.73,40.27
174,000501,0,85.39,14.61
175,002269,0,84.86,15.14
176,000932,0,84.35,15.65
177,000555,0,73.31,26.69
178,002498,0,85.15,14.85
179,001813,0,85.0,15.0
180,001480,0,79.62,20.38
181,002453,0,84.98,15.02
182,000794,0,83.04,16.96
183,001825,0,85.48,14.52
184,002001,0,84.78,15.22
185,000138,0,85.13,14.87
186,002039,0,83.03,16.97
187,002234,0,81.07,18.93
188,000940,0,84.79,15.21
189,002089,0,85.17,14.83
190,000371,0,85.98,14.02
191,002614,0,85.19,14.81
192,001401,0,54.86,45.14
193,001861,0,83.06,16.94
194,002283,0,85.33,14.67
195,000712,0,85.3,14.7
196,001259,0,78.56,21.44
197,001857,0,62.74,37.26
198,001868,0,85.27,14.73
199,001054,0,74.75,25.25
200,001266,0,82.54,17.46
201,001292,0,85.72,14.28
202,000724,0,84.36,15.64
203,002410,0,84.28,15.72
204,002080,0,85.75,14.25
205,002020,0,68.45,31.55
206,002212,0,82.84,17.16
207,000545,0,63.32,36.68
208,001038,0,59.44,40.56
209,002671,0,85.47,14.53
210,001490,0,84.89,15.11
211,002824,0,80.58,19.42
212,001660,0,80.87,19.13
213,002223,0,82.56,17.44
214,001694,0,86.03,13.97
215,000322,0,73.34,26.66
216,001835,0,78.53,21.47
217,002640,0,80.61,19.39
218,000325,0,71.89,28.11
219,002016,0,85.31,14.69
220,001031,0,85.48,14.52
221,002815,0,81.89,18.11
222,000128,0,66.34,33.66
223,001832,0,85.17,14.83
224,002882,0,67.67,32.33
225,001851,0,83.44,16.56
226,000977,0,84.95,15.05
227,002278,0,83.29,16.71
228,001436,0,87.15,12.85
229,002075,0,67.97,32.03
230,002247,0,85.36,14.64
231,001258,0,80.26,19.74
232,000341,0,83.97,16.03
233,002240,0,85.13,14.87
234,002072,0,83.46,16.54
235,001603,0,85.34,14.66
236,000187,0,85.4,14.6
237,002276,0,78.74,21.26
238,000713,0,85.44,14.56
239,002878,0,84.06,15.94
240,000377,0,69.01,30.99
241,000383,0,84.9,15.1
242,001400,0,55.82,44.18
243,000142,0,85.24,14.76
244,000370,0,84.52,15.48
245,002271,0,80.86,19.14
246,000526,0,73.2,26.8
247,001666,0,84.68,15.32
248,002010,0,82.28,17.72
249,000747,0,85.55,14.45
250,001205,0,84.79,15.21
251,000778,0,76.29,23.71
252,002813,0,86.25,13.75
253,001834,0,85.2,14.8
254,001465,0,85.4,14.6
255,000924,0,85.02,14.98
256,002683,0,84.75,15.25
257,001462,0,84.81,15.19
258,000782,0,85.57,14.43
259,000544,0,77.05,22.95
260,002021,0,63.36,36.64
261,000312,0,83.34,16.66
262,001805,0,85.28,14.72
263,000260,0,85.28,14.72
264,002705,0,85.81,14.19
265,001528,0,75.98,24.02
266,001725,0,77.33,22.67
267,000603,0,74.32,25.68
268,000431,0,83.93,16.07
269,000055,0,85.48,14.52
270,001187,0,84.47,15.53
271,002961,0,85.52,14.48
272,002196,0,81.97,18.03
273,001713,0,85.38,14.62
274,001979,0,85.13,14.87
275,002162,0,86.04,13.96
276,000867,0,84.57,15.43
277,002966,0,84.22,15.78
278,000893,0,75.99,24.01
279,002357,0,85.03,14.97
280,002959,0,85.55,14.45
281,001384,0,85.39,14.61
282,000256,0,85.27,14.73
283,000064,0,75.68,24.32
284,000858,0,85.28,14.72
285,001116,0,84.7,15.3
286,001740,0,85.36,14.64
287,000659,0,85.18,14.82
288,001129,0,85.26,14.74
289,000205,0,85.31,14.69
290,001778,0,84.95,15.05
291,001543,0,72.85,27.15
292,002100,0,85.29,14.71
293,001785,0,77.71,22.29
294,002756,0,76.05,23.95
295,000668,0,85.95,14.05
296,001588,0,85.3,14.7
297,000234,0,85.42,14.58
298,001782,0,85.34,14.66
299,001776,0,62.82,37.18
300,001544,0,84.51,15.49
301,001120,0,55.84,44.16
302,001749,0,85.39,14.61
303,001940,0,85.29,14.71
304,000268,0,84.9,15.1
305,002958,0,84.69,15.31
306,000401,0,85.32,14.68
307,002960,0,85.11,14.89
308,002351,0,85.26,14.74
309,002163,0,86.17,13.83
310,002197,0,84.89,15.11
311,001712,0,84.18,15.82
312,002367,0,85.29,14.71
313,000266,0,84.72,15.28
314,000868,0,82.74,17.26
315,000292,0,81.25,18.75
316,001172,0,84.96,15.04
317,001724,0,77.32,22.68
318,001378,0,85.44,14.56
319,001976,0,84.93,15.07
320,001982,0,85.75,14.25
321,001949,0,85.24,14.76
322,001175,0,84.66,15.34
323,001347,0,85.45,14.55
324,002704,0,85.29,14.71
325,000261,0,85.18,14.82
326,002139,0,85.42,14.58
327,001126,0,85.3,14.7
328,001542,0,55.77,44.23
329,001925,0,85.14,14.86
330,002553,0,86.0,14.0
331,001580,0,85.39,14.61
332,002795,0,67.77,32.23
333,002108,0,85.7,14.3
334,002598,0,83.44,16.56
335,001913,0,84.09,15.91
336,000499,0,76.24,23.76
337,001779,0,83.73,16.27
338,001573,0,84.22,15.78
339,000667,0,85.63,14.37
340,002130,0,84.36,15.64
341,002766,0,75.45,24.55
342,001128,0,85.31,14.69
343,000832,0,85.14,14.86
344,002759,0,82.65,17.35
345,002911,0,83.74,16.26
346,002549,0,77.91,22.09
347,000810,0,85.91,14.09
348,002582,0,81.09,18.91
349,000817,0,76.92,23.08
350,000219,0,77.07,22.93
351,000642,0,80.81,19.19
352,002929,0,83.8,16.2
353,002115,0,79.21,20.79
354,001907,0,83.83,16.17
355,001104,0,84.98,15.02
356,001900,0,57.88,42.12
357,000228,0,79.99,20.01
358,002329,0,85.46,14.54
359,002124,0,83.65,16.35
360,000673,0,85.73,14.27
361,000441,0,85.7,14.3
362,001593,0,85.09,14.91
363,000025,0,85.26,14.74
364,001157,0,62.39,37.61
365,001533,0,82.83,17.17
366,001391,0,86.02,13.98
367,000243,0,84.66,15.34
368,002514,0,84.41,15.59
369,001954,0,83.69,16.31
370,002973,0,85.33,14.67
371,001998,0,82.86,17.14
372,001396,0,85.86,14.14
373,001534,0,82.36,17.64
374,001150,0,83.17,16.83
375,000875,0,84.31,15.69
376,000049,0,83.6,16.4
377,002525,0,84.79,15.21
378,001505,0,78.51,21.49
379,002380,0,85.26,14.74
380,001737,0,84.65,15.35
381,001161,0,84.78,15.22
382,000047,0,62.06,37.94
383,002710,0,84.94,15.06
384,002945,0,79.64,20.36
385,000827,0,83.97,16.03
386,002926,0,84.06,15.94
387,001901,0,58.47,41.53
388,002317,0,84.03,15.97
389,000672,0,85.64,14.36
390,000818,0,62.54,37.46
391,001566,0,85.38,14.62
392,001308,0,84.33,15.67
393,002579,0,85.24,14.76
394,000820,0,85.35,14.65
395,001561,0,86.35,13.65
396,002546,0,85.11,14.89
397,001765,0,85.37,14.63
398,001557,0,83.13,16.87
399,002928,0,85.4,14.6
400,002548,0,86.78,13.22
401,001339,0,74.24,25.76
402,002321,0,81.84,18.16
403,000644,0,79.86,20.14
404,002113,0,84.75,15.25
405,000287,0,85.32,14.68
406,000889,0,85.11,14.89
407,000041,0,84.39,15.61
408,001193,0,81.87,18.13
409,002716,0,82.09,17.91
410,001964,0,75.07,24.93
411,001707,0,85.76,14.24
412,000077,0,84.59,15.41
413,000621,0,81.91,18.09
414,000880,0,85.48,14.52
415,000874,0,85.27,14.73
416,002171,0,85.66,14.34
417,000414,0,85.14,14.86
418,001700,0,84.99,15.01
419,002972,0,82.03,17.97
420,000619,0,65.18,34.82
421,002986,0,84.54,15.46
422,000289,0,85.18,14.82
423,001216,0,72.24,27.76
424,000330,0,85.06,14.94
425,002699,0,84.45,15.55
426,001681,0,85.27,14.73
427,001643,0,77.44,22.56
428,001811,0,84.88,15.12
429,002238,0,66.34,33.66
430,002836,0,83.42,16.58
431,001012,0,58.08,41.92
432,002697,0,81.89,18.11
433,000762,0,84.74,15.26
434,002253,0,84.57,15.43
435,002298,0,85.25,14.75
436,000399,0,85.21,14.79
437,002402,0,85.08,14.92
438,002092,0,85.5,14.5
439,001425,0,83.57,16.43
440,001041,0,83.93,16.07
441,002865,0,83.43,16.57
442,000158,0,85.51,14.49
443,000964,0,85.15,14.85
444,000990,0,60.53,39.47
445,002434,0,85.32,14.68
446,000363,0,67.88,32.12
447,000999,0,58.68,41.32
448,000397,0,85.3,14.7
449,001626,0,84.69,15.31
450,001242,0,85.53,14.47
451,002433,0,84.55,15.45
452,002265,0,57.79,42.21
453,001887,0,72.61,27.39
454,000763,0,85.05,14.95
455,001013,0,59.69,40.31
456,000931,0,82.36,17.64
457,001470,0,86.54,13.46
458,001226,0,83.44,16.56
459,000132,0,85.04,14.96
460,002665,0,85.33,14.67
461,000764,0,75.57,24.43
462,001484,0,86.68,13.32
463,002201,0,85.49,14.51
464,000799,0,85.49,14.51
465,002806,0,85.34,14.66
466,001022,0,86.24,13.76
467,002495,0,71.21,28.79
468,000594,0,74.27,25.73
469,002839,0,85.23,14.77
470,002653,0,85.9,14.1
471,000336,0,77.54,22.46
472,002466,0,85.54,14.46
473,000593,0,72.31,27.69
474,002056,0,82.51,17.49
475,001627,0,84.29,15.71
476,001071,0,85.76,14.24
477,002855,0,85.28,14.72
478,001618,0,71.13,28.87
479,001244,0,85.34,14.66
480,001076,0,83.56,16.44
481,002263,0,85.21,14.79
482,002093,0,81.37,18.63
483,002058,0,84.97,15.03
484,002864,0,79.97,20.03
485,000159,0,85.36,14.64
486,000195,0,82.35,17.65
487,001275,0,85.31,14.69
488,001423,0,79.29,20.71
489,002609,0,82.81,17.19
490,002863,0,85.2,14.8
491,000398,0,74.7,25.3
492,001844,0,83.06,16.94
493,000068,1,58.68,41.32
494,000085,1,55.05,44.95
495,000112,1,55.45,44.55
496,000141,1,69.64,30.36
497,000160,1,61.8,38.2
498,000186,1,71.73,28.27
499,000336,1,77.54,22.46
500,000382,1,76.57,23.43
501,000393,1,59.91,40.09
502,000512,1,55.62,44.38
503,000565,1,57.06,42.94
504,000577,1,58.1,41.9
505,000614,1,56.94,43.06
506,000619,1,65.18,34.82
507,000643,1,57.45,42.55
508,000710,1,55.67,44.33
509,000722,1,65.26,34.74
510,000795,1,54.89,45.11
511,000818,1,62.54,37.46
512,000881,1,56.35,43.65
513,000917,1,55.99,44.01
514,000930,1,65.12,34.88
515,000981,1,57.05,42.95
516,000999,1,58.68,41.32
517,001020,1,55.13,44.87
518,001069,1,58.8,41.2
519,001119,1,55.4,44.6
520,001120,1,55.84,44.16
521,001144,1,57.19,42.81
522,001159,1,70.42,29.58
523,001179,1,57.73,42.27
524,001199,1,54.65,45.35
525,001212,1,55.28,44.72
526,001253,1,58.05,41.95
527,001263,1,55.12,44.88
528,001273,1,62.19,37.81
529,001327,1,54.87,45.13
530,001400,1,55.82,44.18
531,001405,1,55.0,45.0
532,001486,1,57.98,42.02
